Ada	Assembly	C	C#	C++	COBOL	Clojure / ClojureScript	CoffeeScript	Dart	Delphi	Elixir	F#	Go	Groovy	HTML / CSS	Haskell	I don't use programming languages	Java	JavaScript	Julia	Kotlin	LabVIEW (G dataflow)	Lua	MATLAB	Objective-C	Other	PHP	Perl	Platform languages	Python	R	Ruby	Rust	SQL	Scala	Shell scripting	Swift	TypeScript	Visual Basic
				C++										HTML / CSS				JavaScript																				
														HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
																	Java	JavaScript															SQL	Scala	Shell scripting			
										Elixir		Go						JavaScript				Lua							Python			Rust	SQL		Shell scripting		TypeScript	
		C	C#											HTML / CSS				JavaScript											Python				SQL		Shell scripting		TypeScript	
			C#																										Python				SQL					
														HTML / CSS				JavaScript											Python									
												Go						JavaScript		Kotlin																	TypeScript	
		C		C++													Java												Python						Shell scripting			
														HTML / CSS				JavaScript											Python				SQL		Shell scripting		TypeScript	
			C#											HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
																																				Swift		
																													Python									
																	Java	JavaScript		Kotlin																	TypeScript	
												Go		HTML / CSS			Java	JavaScript											Python				SQL		Shell scripting		TypeScript	
			C#	C++										HTML / CSS			Java	JavaScript										Platform languages	Python				SQL		Shell scripting		TypeScript	
				C++																																		
																													Python				SQL					
				C++																		Lua	MATLAB						Python			Rust						
													Groovy	HTML / CSS			Java	JavaScript		Kotlin											Ruby				Shell scripting		TypeScript	
														HTML / CSS			Java	JavaScript											Python								TypeScript	
														HTML / CSS			Java	JavaScript											Python				SQL					
	Assembly	C												HTML / CSS			Java	JavaScript											Python			Rust	SQL		Shell scripting		TypeScript	
														HTML / CSS			Java	JavaScript															SQL					
		C												HTML / CSS			Java												Python						Shell scripting		TypeScript	
														HTML / CSS				JavaScript											Python				SQL					
																											Perl						SQL		Shell scripting			
														HTML / CSS				JavaScript											Python									
												Go						JavaScript															SQL	Scala				
														HTML / CSS				JavaScript								PHP							SQL				TypeScript	
		C		C++				Dart									Java	JavaScript		Kotlin			MATLAB			PHP			Python				SQL					
			C#															JavaScript																Scala				
				C++																			MATLAB						Python				SQL		Shell scripting			
			C#															JavaScript											Python						Shell scripting			
																														R								
			C#																	Kotlin																Swift		
																	Java			Kotlin									Python									
												Go		HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
												Go		HTML / CSS				JavaScript				Lua							Python			Rust			Shell scripting		TypeScript	
				C++																																		
																	Java	JavaScript																				
				C++								Go						JavaScript											Python									
																	Java	JavaScript																	Shell scripting		TypeScript	
								Dart									Java	JavaScript											Python								TypeScript	
		C															Java			Kotlin									Python						Shell scripting			
		C	C#	C++										HTML / CSS			Java	JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
																													Python				SQL					
																	Java	JavaScript		Kotlin					Other				Python			Rust			Shell scripting			
																		JavaScript											Python				SQL					
														HTML / CSS			Java	JavaScript									Perl		Python						Shell scripting			
		C		C++										HTML / CSS			Java	JavaScript								PHP			Python			Rust	SQL		Shell scripting		TypeScript	
														HTML / CSS			Java	JavaScript											Python						Shell scripting		TypeScript	
														HTML / CSS																								
Ada				C++				Dart			F#	Go																	Python		Ruby						TypeScript	
																													Python									
														HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
											F#						Java		Julia										Python						Shell scripting			
		C		C++										HTML / CSS				JavaScript									Perl		Python				SQL		Shell scripting			
														HTML / CSS				JavaScript		Kotlin				Objective-C								Rust				Swift	TypeScript	
		C	C#	C++										HTML / CSS				JavaScript																			TypeScript	
		C	C#	C++								Go		HTML / CSS				JavaScript				Lua							Python				SQL		Shell scripting			
														HTML / CSS													Perl		Python				SQL		Shell scripting			
				C++														JavaScript								PHP	Perl		Python		Ruby		SQL		Shell scripting			
																		JavaScript								PHP			Python				SQL		Shell scripting			
												Go		HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting			
																		JavaScript								PHP			Python								TypeScript	
														HTML / CSS			Java												Python									
														HTML / CSS			Java	JavaScript								PHP					Ruby						TypeScript	
				C++										HTML / CSS				JavaScript											Python				SQL					
																	Java																					
																													Python				SQL		Shell scripting			
																	Java			Kotlin												Rust					TypeScript	
			C#		COBOL							Go		HTML / CSS			Java	JavaScript		Kotlin					Other	PHP			Python	R	Ruby	Rust	SQL		Shell scripting		TypeScript	
														HTML / CSS				JavaScript								PHP							SQL					
	Assembly			C++										HTML / CSS				JavaScript								PHP							SQL					Visual Basic
														HTML / CSS			Java	JavaScript											Python				SQL		Shell scripting		TypeScript	
				C++																									Python									
			C#											HTML / CSS				JavaScript																				
														HTML / CSS			Java	JavaScript																			TypeScript	
			C#	C++								Go																									TypeScript	
				C++													Java												Python				SQL					
		C	C#	C++							F#	Go		HTML / CSS																							TypeScript	
				C++																																		
																	Java	JavaScript											Python				SQL				TypeScript	
																	Java			Kotlin															Shell scripting	Swift		
																	Java	JavaScript											Python			Rust						
																													Python									
														HTML / CSS				JavaScript				Lua				PHP			Python				SQL					
			C#									Go		HTML / CSS				JavaScript							Other				Python								TypeScript	
								Dart									Java			Kotlin																Swift	TypeScript	
												Go	Groovy																Python									
		C		C++										HTML / CSS				JavaScript																			TypeScript	
														HTML / CSS				JavaScript															SQL				TypeScript	
														HTML / CSS			Java	JavaScript								PHP					Ruby		SQL				TypeScript	
								Dart				Go						JavaScript								PHP						Rust	SQL		Shell scripting	Swift	TypeScript	
																	Java	JavaScript											Python			Rust					TypeScript	
														HTML / CSS			Java	JavaScript																				
																	Java												Python				SQL	Scala	Shell scripting			Visual Basic
								Dart						HTML / CSS			Java	JavaScript		Kotlin															Shell scripting		TypeScript	
														HTML / CSS	Haskell			JavaScript								PHP			Python				SQL				TypeScript	
			C#														Java	JavaScript											Python				SQL				TypeScript	
																	Java	JavaScript																			TypeScript	
				C++														JavaScript											Python			Rust				Swift	TypeScript	
																		JavaScript								PHP							SQL		Shell scripting		TypeScript	
																	Java			Kotlin									Python			Rust						
			C#																														SQL		Shell scripting		TypeScript	
														HTML / CSS				JavaScript								PHP							SQL		Shell scripting		TypeScript	
				C++										HTML / CSS			Java	JavaScript		Kotlin						PHP			Python				SQL		Shell scripting		TypeScript	
			C#															JavaScript											Python				SQL		Shell scripting		TypeScript	
			C#											HTML / CSS				JavaScript															SQL		Shell scripting		TypeScript	
																																Rust		Scala			TypeScript	
												Go		HTML / CSS															Python									
														HTML / CSS				JavaScript											Python						Shell scripting			
																	Java			Kotlin									Python									
			C#					Dart						HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
			C#									Go		HTML / CSS				JavaScript																	Shell scripting			
																	Java	JavaScript		Kotlin													SQL		Shell scripting		TypeScript	
			C#							Elixir		Go		HTML / CSS												PHP			Python				SQL				TypeScript	
														HTML / CSS				JavaScript													Ruby		SQL		Shell scripting		TypeScript	
			C#	C++								Go		HTML / CSS				JavaScript								PHP							SQL		Shell scripting		TypeScript	
			C#									Go		HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
		C										Go		HTML / CSS				JavaScript															SQL		Shell scripting		TypeScript	
												Go																	Python						Shell scripting			
												Go		HTML / CSS				JavaScript								PHP	Perl	Platform languages	Python		Ruby		SQL		Shell scripting	Swift	TypeScript	
								Dart						HTML / CSS												PHP					Ruby		SQL		Shell scripting			
		C																											Python			Rust			Shell scripting			
																	Java	JavaScript											Python				SQL					
																	Java	JavaScript		Kotlin												Rust	SQL			Swift	TypeScript	
												Go	Groovy	HTML / CSS			Java	JavaScript				Lua							Python		Ruby		SQL		Shell scripting		TypeScript	
																													Python									
			C#											HTML / CSS				JavaScript															SQL				TypeScript	Visual Basic
			C#														Java	JavaScript		Kotlin									Python			Rust	SQL				TypeScript	
												Go		HTML / CSS				JavaScript		Kotlin					Other	PHP						Rust		Scala	Shell scripting		TypeScript	
			C#															JavaScript																	Shell scripting		TypeScript	
		C	C#	C++													Java												Python				SQL					
			C#																																			
																	Java	JavaScript									Perl		Python				SQL		Shell scripting			
						Clojure / ClojureScript											Java																SQL					
														HTML / CSS			Java	JavaScript		Kotlin									Python				SQL		Shell scripting		TypeScript	
														HTML / CSS			Java	JavaScript								PHP			Python								TypeScript	
			C#											HTML / CSS				JavaScript								PHP							SQL				TypeScript	
																																		Scala				
					COBOL									HTML / CSS			Java	JavaScript		Kotlin									Python				SQL		Shell scripting		TypeScript	
			C#																										Python									
														HTML / CSS				JavaScript											Python			Rust	SQL		Shell scripting			
		C		C++				Dart				Go		HTML / CSS			Java	JavaScript				Lua				PHP			Python		Ruby	Rust	SQL		Shell scripting			
														HTML / CSS			Java			Kotlin									Python				SQL		Shell scripting		TypeScript	
														HTML / CSS																							TypeScript	
				C++														JavaScript											Python									
			C#																																			
				C++																																		
			C#				CoffeeScript							HTML / CSS																	Ruby		SQL				TypeScript	
			C#																										Python									
		C	C#	C++								Go		HTML / CSS			Java	JavaScript		Kotlin		Lua							Python			Rust	SQL		Shell scripting		TypeScript	
				C++																							Perl											
														HTML / CSS				JavaScript		Kotlin					Other	PHP	Perl		Python		Ruby		SQL		Shell scripting		TypeScript	
				C++																									Python									
														HTML / CSS			Java	JavaScript		Kotlin									Python		Ruby		SQL		Shell scripting	Swift	TypeScript	
												Go		HTML / CSS				JavaScript								PHP			Python			Rust					TypeScript	
		C		C++										HTML / CSS			Java			Kotlin									Python									
														HTML / CSS				JavaScript								PHP			Python		Ruby		SQL		Shell scripting		TypeScript	
	Assembly	C		C++													Java	JavaScript					MATLAB						Python				SQL					
			C#											HTML / CSS			Java	JavaScript		Kotlin						PHP			Python				SQL					
														HTML / CSS				JavaScript											Python									
			C#														Java			Kotlin														Scala			TypeScript	
			C#											HTML / CSS			Java	JavaScript																	Shell scripting			Visual Basic
													Groovy							Kotlin															Shell scripting	Swift		
														HTML / CSS				JavaScript															SQL				TypeScript	
																				Kotlin									Python						Shell scripting			
		C	C#	C++																																		
				C++										HTML / CSS			Java	JavaScript		Kotlin									Python						Shell scripting		TypeScript	
				C++								Go		HTML / CSS				JavaScript				Lua							Python						Shell scripting		TypeScript	
		C															Java	JavaScript																				
			C#											HTML / CSS																		Rust	SQL		Shell scripting		TypeScript	
			C#											HTML / CSS			Java	JavaScript															SQL					
			C#											HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
														HTML / CSS				JavaScript								PHP											TypeScript	
			C#										Groovy	HTML / CSS				JavaScript											Python				SQL		Shell scripting			
																	Java	JavaScript		Kotlin													SQL				TypeScript	
			C#																														SQL		Shell scripting		TypeScript	
						Clojure / ClojureScript								HTML / CSS			Java	JavaScript															SQL		Shell scripting		TypeScript	
			C#	C++																															Shell scripting		TypeScript	
												Go		HTML / CSS			Java	JavaScript				Lua							Python				SQL				TypeScript	
			C#									Go																	Python				SQL	Scala	Shell scripting			
				C++																							Perl		Python									
													Groovy				Java			Kotlin																		
														HTML / CSS			Java	JavaScript											Python				SQL		Shell scripting		TypeScript	
			C#											HTML / CSS			Java	JavaScript											Python			Rust	SQL				TypeScript	Visual Basic
														HTML / CSS												PHP			Python				SQL				TypeScript	
			C#																														SQL					
								Dart									Java	JavaScript															SQL				TypeScript	
																	Java																					
																		JavaScript																				
			C#	C++										HTML / CSS				JavaScript				Lua							Python				SQL		Shell scripting		TypeScript	
														HTML / CSS			Java	JavaScript										Platform languages					SQL					
		C															Java																					
																	Java	JavaScript															SQL				TypeScript	
																								Objective-C		PHP							SQL				TypeScript	
			C#											HTML / CSS				JavaScript								PHP							SQL		Shell scripting		TypeScript	
		C	C#	C++				Dart				Go	Groovy	HTML / CSS				JavaScript		Kotlin				Objective-C					Python			Rust				Swift		
				C++								Go																							Shell scripting		TypeScript	
														HTML / CSS			Java	JavaScript								PHP												
														HTML / CSS				JavaScript											Python				SQL				TypeScript	
				C++								Go		HTML / CSS															Python				SQL		Shell scripting	Swift	TypeScript	
																				Kotlin												Rust	SQL		Shell scripting			
		C		C++								Go		HTML / CSS				JavaScript		Kotlin		Lua			Other	PHP						Rust	SQL		Shell scripting		TypeScript	
			C#														Java	JavaScript								PHP									Shell scripting		TypeScript	
																	Java																					
	Assembly	C		C++	COBOL			Dart																														
														HTML / CSS			Java	JavaScript											Python									
																	Java	JavaScript																				
						Clojure / ClojureScript																																
																													Python									
	Assembly	C		C++				Dart						HTML / CSS			Java	JavaScript				Lua				PHP			Python						Shell scripting			
												Go																					SQL				TypeScript	
			C#														Java	JavaScript																				
																	Java	JavaScript																				
		C										Go						JavaScript								PHP			Python			Rust	SQL		Shell scripting		TypeScript	
Ada		C												HTML / CSS			Java									PHP			Python				SQL		Shell scripting			
								Dart					Groovy	HTML / CSS			Java	JavaScript								PHP			Python				SQL				TypeScript	
													Groovy				Java			Kotlin													SQL		Shell scripting			
														HTML / CSS				JavaScript																			TypeScript	
												Go					Java												Python									
Ada		C																																				
												Go		HTML / CSS				JavaScript								PHP			Python			Rust	SQL		Shell scripting			
														HTML / CSS			Java	JavaScript		Kotlin									Python				SQL				TypeScript	
																	Java																					
														HTML / CSS			Java	JavaScript											Python									
			C#											HTML / CSS				JavaScript								PHP							SQL					
		C		C++									Groovy		Haskell		Java			Kotlin									Python					Scala				
			C#											HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
														HTML / CSS				JavaScript								PHP						Rust	SQL		Shell scripting		TypeScript	
				C++									Groovy							Kotlin			MATLAB						Python				SQL		Shell scripting			
		C		C++										HTML / CSS			Java	JavaScript								PHP			Python	R			SQL					
																	Java																SQL		Shell scripting			
			C#								F#			HTML / CSS			Java	JavaScript								PHP			Python				SQL		Shell scripting	Swift		
			C#											HTML / CSS			Java	JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
														HTML / CSS				JavaScript								PHP							SQL				TypeScript	
																		JavaScript																				
			C#					Dart									Java			Kotlin				Objective-C									SQL			Swift		
																		JavaScript											Python			Rust	SQL		Shell scripting		TypeScript	
				C++																Kotlin					Other							Rust				Swift		
														HTML / CSS			Java	JavaScript											Python				SQL			Swift		
				C++				Dart																					Python									
		C	C#	C++																															Shell scripting			Visual Basic
				C++										HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting	Swift	TypeScript	
																	Java			Kotlin											Ruby			Scala	Shell scripting			
		C		C++									Groovy	HTML / CSS			Java			Kotlin									Python	R	Ruby		SQL					
			C#											HTML / CSS				JavaScript											Python				SQL				TypeScript	
		C		C++													Java																SQL					
			C#											HTML / CSS				JavaScript																	Shell scripting			Visual Basic
		C										Go					Java	JavaScript		Kotlin				Objective-C												Swift	TypeScript	
	Assembly	C								Elixir				HTML / CSS	Haskell		Java	JavaScript	Julia					Objective-C		PHP			Python		Ruby				Shell scripting			
		C		C++										HTML / CSS			Java	JavaScript											Python				SQL		Shell scripting		TypeScript	
														HTML / CSS			Java	JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
		C	C#	C++																																		Visual Basic
			C#															JavaScript															SQL				TypeScript	
	Assembly	C												HTML / CSS			Java	JavaScript								PHP			Python				SQL		Shell scripting			
														HTML / CSS				JavaScript																			TypeScript	
														HTML / CSS				JavaScript								PHP			Python				SQL				TypeScript	
			C#																										Python									
																													Python				SQL		Shell scripting			
		C		C++																									Python				SQL					
														HTML / CSS			Java	JavaScript																			TypeScript	
														HTML / CSS				JavaScript								PHP											TypeScript	
														HTML / CSS				JavaScript							Other													Visual Basic
																	Java			Kotlin																Swift		
			C#					Dart				Go		HTML / CSS						Kotlin													SQL				TypeScript	
			C#														Java			Kotlin													SQL			Swift		
			C#											HTML / CSS				JavaScript											Python								TypeScript	
		C										Go																	Python						Shell scripting			
																										PHP												
												Go		HTML / CSS			Java	JavaScript								PHP							SQL		Shell scripting		TypeScript	
		C												HTML / CSS				JavaScript				Lua							Python				SQL		Shell scripting			
																													Python				SQL		Shell scripting			
														HTML / CSS			Java	JavaScript															SQL		Shell scripting			
		C	C#	C++										HTML / CSS				JavaScript				Lua											SQL		Shell scripting			
													Groovy				Java	JavaScript		Kotlin													SQL		Shell scripting		TypeScript	
												Go						JavaScript				Lua										Rust				Swift	TypeScript	
														HTML / CSS			Java	JavaScript					MATLAB						Python				SQL				TypeScript	
														HTML / CSS				JavaScript								PHP			Python				SQL		Shell scripting		TypeScript	
																	Java																				TypeScript	
												Go					Java	JavaScript		Kotlin									Python			Rust					TypeScript	
			C#									Go																					SQL					
												Go		HTML / CSS				JavaScript											Python						Shell scripting		TypeScript	
														HTML / CSS				JavaScript													Ruby		SQL					
		C	C#														Java									PHP												
			C#							Elixir		Go		HTML / CSS				JavaScript				Lua							Python		Ruby		SQL		Shell scripting			
			C#															JavaScript																			TypeScript	
												Go		HTML / CSS				JavaScript								PHP											TypeScript	
																		JavaScript		Kotlin									Python				SQL		Shell scripting		TypeScript	
																	Java																					
								Dart					Groovy	HTML / CSS			Java	JavaScript															SQL				TypeScript	
			C#											HTML / CSS				JavaScript																				
														HTML / CSS				JavaScript								PHP							SQL				TypeScript	
				C++								Go					Java	JavaScript											Python									
																													Python				SQL		Shell scripting			
